CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,CF01,CF02,CF04,UQ01,UQ02,UQ03,UQ04,D002_01,D002_02,D002_03,D002_04,D002_05,D002_06,D002_07,D002_08,D002_09,D003,D003_05,D004_99,D005_01,PR01_RV1,PR01_RV2,PR01_RV3,AU01_01,AU01_02,AU02_01,AU03_01,AU04_01,AU05,AU05_01,AU05_02,AU05_03,AU05_04,AU05_05,AU05_05a,AU06_01,AU18_01,AU19_01,AU20_01,AU07_01,AU08_01,AU09,AU09_01,AU09_02,AU09_03,AU09_04,AU09_05,AU09_06,AU10,AU10_01,AU10_02,AU10_03,AU10_04,AU10_05,AU10_06,AU11,AU13,AU14_01,AU14_02,AU16_01,AU16_02,AU16_03,AU16_04,AU16_05,AU16_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
306,,,base,interview,06/09/2021 17:17,,,1,1,1,1,1,5,5,6,6,6,5,5,5,5,1,,26,South Africa,611e14d08c18e492eee17f11,61361b3f24903104f34b1853,61362e23e1794d0f9a82ee23,5,5,The uniqueness of having something authentic is the reason why i would go with it,30seconds,2.5 centimetres,1,1,1,2,1,1,,"It can be used anywhere, no restrictions",It doesn't take time to do it,It doesn't have to be that much so it can be ckear and specific,We don't want people having ideas,5,In a hidden place,2,2,1,2,1,1,1,2,2,1,2,1,1,1,4,1,Like a robot,"Blue, red and black",3,3,"Touch, configuration and arrangement",It's a robot so i would turn it's head,"Head, hands, feed, body. Like these 3D toys",Nope,110,65,44,532,78,656,73,4,1562,,06/09/2021 17:44,1,0,8,8,0,0,0.83,2
307,,,base,interview,06/09/2021 17:19,,,1,2,1,1,2,4,5,3,4,4,3,4,4,4,2,,26,France,6133e1b6a8093fd7526e0eda,61361b3f24903104f34b1853,61363050e0784d6b06be4786,4,2,"I would not use this authentification method for my most important account, i still think passwords are more safe",3,6,1,1,1,2,1,1,,I dont see any issues to use or not to use this in specific places,Same as the average time to login with a password,Has to be something small to be carried around,Most convenient would be in a wallet since you always have it on you,4,Wallet or bag,2,1,1,2,1,2,1,2,1,1,1,2,2,1,4,1,A small cube or a card,No preferences,5,3,"Touch
Arrangement
Configuration","I think you should have at least 2 or 3 of these interactions to make sure your account is safe enough.
The interaction described in 2) is a good start, and adding 1) as the same time would make it more secure.","Solid mechanism
Choice between complex or rather simple object (depending on what account you are protecting)
Easy to store
Back up solution
Longevity of the object
","Good concept overall,I think many people could use this",31,21,45,306,88,761,53,6,1311,,06/09/2021 17:41,1,0,8,8,0,0,1.14,12
309,,,base,interview,06/09/2021 17:26,,,1,1,1,1,1,,,,,,,,,,,,,,6130ed04f8c4d5153c9b466a,61361b3f24903104f34b1853,61362e1b4854a63867b95f5e,-9,-9,,,,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,19,55628,,,,,432,,07/09/2021 08:53,0,0,4,4,69,69,2.06,168
310,,,base,interview,06/09/2021 17:39,,,1,1,1,1,2,4,4,3,3,5,2,4,4,5,1,,18,South Africa,6132742d80a7f79ac54b0fa1,61361b3f24903104f34b1853,61363605bf52200b7d6c548c,2,2,Making it a physical thing is a problem for someone like me who tends to loose things. It also seems like more effort compared to just having to use your face or finger as authentication. I do think this could be used for private security or even banks as a way to authenticate yourself.,10,"the size of like a rubber ball. Bigger tham marlble but not as big as tennisball, almost size of ping pong ball.",1,2,1,1,1,1,,I feel like this is the only place the authentication object won't easily be miss placed or lost.,"Wouldn't want to waste too much time on authenticating myself, especially if i have to do it multiple times a day.",This way it's large enought to interact with and carry with the user but not small enough to miss place or lose.,This way it can easily be concealed and and carried by the user.,5,"In the users pocket, purse or even wallet.",1,1,1,1,1,1,2,3,2,2,2,1,1,1,4,1,"I think it should either be square(like dice) , round like (ping pong ball) or rectangle (small rectangle someting in the shape of a bank card that the user can keep in their wallet)","Black, simple and won't get as dirty as other colors.",1 -touch,1- touch,Touch,"I would like my object to contain a bunch of numbers, shaper or colors that i could press in a sequence to authenticate.","Be secure 
Easy to use 
Accurate 
Quick 
Easy to store/carry","This is a smart idea that i think will work great with very secured businesses like banks or post offices, but in everyday use for stuff like phones or online banking I see it as being a little extra, but to be honest i would rather be safe than sorry so overall great idea.",215,56,32,568,135,544,147,7,1524,,06/09/2021 18:08,1,0,8,8,0,0,0.71,2
311,,,base,interview,06/09/2021 17:45,,,1,,,,,,,,,,,,,,,,,,6002ec832facd132fde92145,61361b3f24903104f34b1853,6136379024e5e61c9177fd91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,,,,,,,29,,06/09/2021 17:45,0,0,2,2,0,0,2.48,145
312,,,base,interview,06/09/2021 17:45,,,1,1,1,1,2,2,4,2,2,2,5,3,5,6,1,,23,RSA,61330f6ec94e9bef39576999,61361b3f24903104f34b1853,61363791dcfdbf9f2a5f4e77,4,5,Personalised authentication objects offer a more unique and personalised experience and as a user I would like an object tailored to me and my enjoyment of it,15,5,1,1,1,2,1,1,,They can be used both inside and out for maximum enjoyment and use,"An authentication should 15 seconds at most to ensure security and the safety of the user. It's more important to ensure that the person trying to excess the emails for example, is the correct person.","3 centimetres is a suitable and portable size, not small enough to lose, but still portable enough",An authentication object being easily accessible makes it good for use.,4,"A car, attached to a phone",4,2,2,2,1,2,1,2,2,1,1,1,2,1,4,1,Triangle,Black,4,3,"Touch 
Arrangement
Assemble",I would like to twist and touch the object head in order to authenticate.,"I would want the object to twist left, rotate, slide like a pin, be touched on the right and arrange the numbers in order to authenticate",NONE,20,27,26,342,57,389,47,6,914,,06/09/2021 18:00,1,0,8,8,0,0,1.39,21
313,,,base,interview,06/09/2021 17:45,,,1,1,1,2,2,4,5,2,5,5,3,4,5,4,1,,27,United States,6133780c368abecff54e7ab2,61361b3f24903104f34b1853,613637916a0c0449f4b4a638,2,2,Having a physical object to authenticate seems like a bit of a security risk,5,"Half the size of someone's palm, ~5cm",1,1,1,2,1,1,,"If I were to use this object, I assume I would just always keep it near me like my phone",Authentication should be a quick process.,Having a larger object would be inconvenient to carry and/or use,These just seem like the most convenient places to store the object,2,In your pocket or on your wrist,1,2,1,1,1,1,1,5,2,2,2,2,2,1,4,1,A cube or rectangular prism,"Black, silver, white",4,2,"Touch, configuration",Touch or configuration,"Security
Ease of use
Small size
Efficiency (how long it takes)
Color",None,21,37,31,310,30,288,43,4,764,,06/09/2021 17:58,1,0,8,8,0,0,1.57,29
314,,,base,interview,06/09/2021 17:46,,,1,1,1,1,1,6,5,6,5,6,1,6,6,6,1,,228,South Africa,612ea926374f6bb3a45dd488,61361b3f24903104f34b1853,613637b1dd03382d56ce9dc4,5,5,Beacuse the authentication object is unique to each face so it will only recognise my face only,Five seconds ,Five centimetres ,1,1,1,2,1,1,,Easier to carry around and travel with anywhere in the world,It will be using a face recognition ID which will take a few seconds to open,It will be easier to carry around ,To track location of the owner in case something happens,4,Purse,1,1,2,1,1,1,1,1,1,1,1,1,2,1,4,1,Cubes,Brown,5,Augmentation ,"Touch
Arrangement
Assembly 
Configuration",Cubes- would add an external object to make sure my object is good,"Face ID
Fingerprint access
Next of kin contact
Location tracking 
Not easily hacked ",An authenticated object will be useful in the future ,73,51,53,230,44,547,58,5,1061,,06/09/2021 18:03,1,0,8,8,0,0,1.08,9
315,,,base,interview,06/09/2021 17:46,,,1,1,1,1,1,,,,,,,,,,,,,,6002ec832facd132fde92145,61361b3f24903104f34b1853,6136379024e5e61c9177fd91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,21,,,,,,51,,06/09/2021 17:47,0,0,3,3,0,0,2.25,158
316,,,base,interview,06/09/2021 17:47,,,1,1,1,1,2,5,5,4,4,4,5,5,5,6,2,,22,South Africa,60ff1233ba764c3de1cf31a1,61361b3f24903104f34b1853,61363803431cb0778e176ffc,4,3,I would use the authentication object for the protection of personal information such as bank account details and private information pertaining to healthcare information,30,The size of a telephone booth,1,2,1,1,1,1,,To make sure that you know who has access to the building,I feel as if like we should take a long time because I believe that information can be stolen quickly,So that it can become easilly accessible and quite easy to use for everyone,To make sure that the correct people enter the building and existing the building without commiting any crime,5,Before an entrance of a building ,3,2,1,1,2,2,1,1,1,1,1,2,1,1,4,1,I would personally use a big square because it has four sides and each side I would combine facial recognition with passwords for my safety,RED,4,3,"Touch
Assembly
Augmentation","I choose a square so the way that i would like to communicate with my object is that in the first side it should have facial recognition and on other three sides we should a combination of touch, assembly ,augmentation","Being able to read or pick up a object 
Being able to detect a object in use 
Being able to send a signal to show the user what he/she is doing 
Being able to correct me when I have done something wrong 
Being able to augment a object or device
",It was a interesting study ,46,37,33,603,43,857,59,8,1686,,06/09/2021 18:15,1,0,8,8,0,0,0.99,8
317,,,base,interview,06/09/2021 18:00,,,1,1,1,1,1,1,1,1,1,1,6,1,4,4,1,,21,Mexico,612cdeffb0f43fcec973f0ff,61361b3f24903104f34b1853,61363b0d2eea769a83a681bb,2,1,"I find authentication through email in addition to text messages or phone calls comfortable, so I see no need to change it.",30s,2cm. Just a bit smaller than a US nickel.,1,2,1,1,1,1,,"Maybe it would be useful in facilities like banks, or hospitals where services are made and must be met.","Authentication should be short in order for processes to be efficient. Otherwise, it'd be annoying.","Anything too large would be annoying, since it'd be additional to items I use everyday in authentication anyway (phone, laptop).","I find it easy to place items of daily use inside my phone case (ex: debit card, ID, driver's license). So, if I needed this item every day I'd like for it to fit in there.",5,I'd like for it to fit on the inside of my phone case.,2,1,1,1,2,2,1,5,2,2,2,2,2,1,4,1,"Ideally it'd be thin, like a card or a coin.","Anything vibrant (greens, yellows, orange) so I can easily locate it.","Touch, authentication, and arrangement.",Touch.,Touch.,"I'd find it easy to simply press up the object against a given location on my phone screen, so I'd do that.","1. Confirmation messages via email or texts
2. Ease of use (don't have to try multiple times to use it)
3. Ability to re-calibrate if necessary (I'd imagine sometimes I'd have issues authenticating)
4. Audible signal that authentication has completed.
5. Visual signal that calibration has been completed.",No.,48,88,18,474,31,499,43,5,1206,,06/09/2021 18:20,1,0,8,8,0,0,1.29,20
318,,,base,interview,06/09/2021 18:00,,,1,1,1,1,2,4,5,2,5,6,2,6,2,6,2,,24,United States,6135339ba36eaa2561157c24,61361b3f24903104f34b1853,61363b11f520ac99ba1aa04f,5,3,I would consider switching to a new form of authentication if it was more secure than a password and two-factor authentication. ,30,3cm by 3cm,1,1,1,2,1,1,,"You log into devices, sites, and apps often. It would be necessary that a device functions in all settings.",I would not like for it to take a significantly longer time than traditional authentication methods. ,If this is meant for authentication it would need to be a reasonable size to that it can be moved easily and travelled with if necessary. ,It would be best if it was fully transportable. ,5,"Ideally, it would be small enough to comfortably fit into a pocket or purse of the user. ",3,1,2,1,2,2,1,3,2,1,1,2,2,1,4,1,The ideal shape and size of an authentication object would be similar to the shape and size of an SD card. ,"I would prefer colors that match the most popular smartphones such as black, grey or blue. ",Two. ,Two.,Touch and arrangement. ,"If it was the size and shape of an SD card and uses the touch and arrangement interactions, it would be easiest to move it so that it needs to touch certain sides of the device and perhaps the top and bottom come apart and slide to fit the arrangement. ","Ideally it would be a uniquely owned device, followed a simple but hard to guess process, be a sturdy device for long term use, allow for other authentication methods when the device is not present, and a feature like ""Activation Lock"" from Apple when the device is used incorrectly. ",No. ,32,39,32,252,67,494,36,4,956,,06/09/2021 18:16,1,0,8,8,0,0,1.3,15
319,,,base,interview,06/09/2021 18:16,,,1,1,1,1,2,6,6,4,6,6,2,6,2,6,2,,38,South Africa,612fc78547802a3f177e0d53,61361b3f24903104f34b1853,61363e91caccc97fd91573a0,5,5,"Since authentication object such as your face or finger print is peculiar to you as an indivudual, it provides a safer way of authentication as another individual cannot access your gadgets.",2 seconds,About 0.5 x 0. 7 for a finger print authentication object,1,1,1,2,1,1,,"There are some authentications that are safe to be used outdoors, such as fingerprints or face ID. Passwords on the other hand are not safe for outdoor uses as someone might be watching.",Gadgets are smart and are able to run a test on ones fingerprints in seconds.,This depends on the type of authentication. A finger print for example is about 0.5 x 0. 7 ,In front of the phone for face ID and finger print. It could also be placed at the back of the phone where the only mode of authentication is just fingerprint.,1,"Anywhere on the mobile, depending on the mode of authentication.",3,2,2,2,1,1,1,2,1,1,1,2,2,1,4,1,Cube,Blue,One,One,Touch,"There is a button on the 3d printed object that only recognizes my fingerprint. I would like to place my thumb, or which ever finger I have used to register my authentication, pressed down on the button and have access to my device.","1. Read my fihger print.
2. Cross-check with the registered fingerprint.
3. If not registered, ask that I retry
4. If registered, grant access to my device.
5. Repeat this process whenever I require access to my device.",I personally believe that using any form of authentication should not be a daunting task.,136,76,47,960,111,1020,149,9,2508,,06/09/2021 18:57,1,0,8,8,0,0,0.54,0
322,,,base,interview,07/09/2021 11:05,,,1,1,1,1,2,5,6,3,6,6,4,4,5,2,2,,24,Spain,60892fe702789a871ccd8913,61361b3f24903104f34b1853,61372b739359c7d2004375b5,4,5,"seems to be more secure than passwords, people can hack it or see it when you enter it, or fingerprints that can be used (your fingers) when you are sleeping for example",3sec,"between 1 and 5cm, phone size",1,1,1,2,1,1,,"if it is discreet enough, i'd use it everywhere",shouldn't take more than tipping a password,"the bigger it is the harder it is to find the password but shouldn't be too big, to stay discreet ","it has to be transportable discreet and convinient, and always near us",5,"pocket, wallet, keyring, drawer",5,2,2,2,2,2,1,1,1,2,1,1,1,1,4,1,"The goal for me is to be very discreet, when people see the object they won't know it is an authentication object, so it has to be design/decorative, for example a phone case, if you touche it at specific points in a specific order it will unlock, but no one will notice.",navy blue,2,2,"Touch and configuration
","i took the example of a phone case , so touch it at specific points with a specific order and rotate it"," -discreet
-transportable
-looks good
-affordable
-easy to use","Thanks for the study, very interresting idea maybe it'll be the future of actual passwords, good luck !",26,78,36,474,47,903,66,5,1635,,07/09/2021 11:33,1,0,8,8,0,0,1,6
323,,,base,interview,07/09/2021 11:06,,,1,1,1,1,2,4,5,2,5,5,3,4,2,6,1,,23,Hungary,60fd5be8111aca0f1fba5b37,61361b3f24903104f34b1853,61372b72a58fbea20909360b,4,4,"It seems like a good way to strenghten my data, definitely harder to hack it than for example a pin code.",5,"Around 5 centimeters, maybe the size of a pendrive.",1,1,2,1,1,1,,"The usual type of authentication is good enough for me indoors, but outside I think an object like this would be safer to use, harder to steal.","Even when I am rushing, 5 seconds is not too long for better security.","A pendrive sized object is easy enough to bring it with you anywhere, even if you don't have a bag on you.","It should be light and small enough, so it can be stored anywhere.",5,In my pocket or in my bag.,3,2,2,2,1,1,1,3,2,2,2,1,1,1,4,1,"I prefer simple geometric forms, mainly the pyramid one.",Black and blue.,3,1,Configuration.,"My object was a pyramid, that consists of 3 levels that can be rotated.","Hard to figure out/steal, can be used for a long time, fast use, small sized, aesthetically pleasing.",N/a,87,49,35,685,51,601,46,3,1557,,07/09/2021 11:32,1,0,8,8,0,0,1.06,11
